epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,10835.7,1.35149,1.0449,1.35241,0.67377,0.80009,0.75301,0.4592,1.42529,0.88261,1.4118,0.000952889,0.000952889,0.000952889
16,11550.3,1.34302,1.03412,1.34778,0.68014,0.79156,0.748,0.45799,1.41852,0.87314,1.40404,0.000946048,0.000946048,0.000946048
17,12264.8,1.33954,1.03208,1.34501,0.69288,0.7818,0.75474,0.46431,1.41068,0.86674,1.40183,0.000938772,0.000938772,0.000938772
18,12979.2,1.3317,1.00805,1.33639,0.68055,0.80739,0.76164,0.469,1.41115,0.85746,1.3969,0.000931067,0.000931067,0.000931067
19,13693.8,1.32691,1.00829,1.33361,0.67681,0.81163,0.76032,0.46976,1.40248,0.85186,1.39179,0.000922942,0.000922942,0.000922942
20,14408.4,1.32234,1.00025,1.33123,0.69539,0.80433,0.76318,0.47308,1.39953,0.84767,1.39106,0.000914405,0.000914405,0.000914405
21,15123.2,1.31867,0.99088,1.3256,0.6892,0.81326,0.76188,0.47126,1.39837,0.83836,1.38355,0.000905463,0.000905463,0.000905463
22,15840.6,1.31279,0.98929,1.32642,0.68852,0.81375,0.76753,0.4777,1.39077,0.83231,1.38153,0.000896127,0.000896127,0.000896127
23,16559.9,1.30647,0.97628,1.32108,0.69253,0.81065,0.76696,0.47789,1.38946,0.83109,1.38028,0.000886404,0.000886404,0.000886404
24,17279,1.30078,0.96838,1.31607,0.69516,0.80907,0.76776,0.47954,1.38726,0.82738,1.37769,0.000876305,0.000876305,0.000876305
25,17998.3,1.29446,0.95956,1.31056,0.69485,0.8125,0.76686,0.47918,1.38528,0.82184,1.37766,0.000865839,0.000865839,0.000865839
26,18716.7,1.29215,0.96117,1.31066,0.69039,0.8168,0.76782,0.48053,1.38207,0.81794,1.37576,0.000855018,0.000855018,0.000855018
27,19435.8,1.28427,0.94491,1.30102,0.69146,0.81679,0.76905,0.48335,1.37989,0.81437,1.37311,0.000843851,0.000843851,0.000843851
28,20155,1.2829,0.94584,1.30052,0.69538,0.81414,0.76815,0.48269,1.37697,0.81149,1.36955,0.000832349,0.000832349,0.000832349
29,20871.4,1.28337,0.94212,1.30207,0.69817,0.81369,0.7699,0.48462,1.3753,0.80982,1.36795,0.000820525,0.000820525,0.000820525
30,21602.4,1.28338,0.93869,1.29902,0.69726,0.81963,0.77052,0.48455,1.37324,0.80735,1.36631,0.000808389,0.000808389,0.000808389
31,22319.2,1.26535,0.93913,1.29167,0.69934,0.8201,0.77166,0.48562,1.37216,0.80552,1.36545,0.000795954,0.000795954,0.000795954
32,23035.8,1.26586,0.92559,1.29095,0.70012,0.82208,0.77213,0.48605,1.37102,0.80377,1.36484,0.000783231,0.000783231,0.000783231
33,23752.2,1.26245,0.92312,1.28894,0.70426,0.8169,0.77261,0.48645,1.37005,0.80243,1.36403,0.000770234,0.000770234,0.000770234
34,24468.1,1.25866,0.91914,1.2836,0.70291,0.82044,0.77375,0.48754,1.36954,0.80062,1.36365,0.000756976,0.000756976,0.000756976
35,25183.6,1.25339,0.91133,1.27976,0.70031,0.82346,0.77429,0.48825,1.36822,0.7989,1.36238,0.000743468,0.000743468,0.000743468
36,746.313,1.25798,0.92209,1.28675,0.70349,0.81985,0.77391,0.48827,1.36429,0.80487,1.36024,0.000729725,0.000729725,0.000729725
37,739.485,1.24639,0.9111,1.28172,0.70218,0.8214,0.77349,0.48851,1.36446,0.80545,1.36025,0.000715761,0.000715761,0.000715761
38,1409.66,1.25265,0.90595,1.28186,0.70172,0.82237,0.77415,0.48907,1.3642,0.80523,1.36026,0.000701588,0.000701588,0.000701588
39,2084.13,1.25573,0.90845,1.28285,0.70207,0.82182,0.77503,0.48959,1.36374,0.80488,1.35999,0.000687222,0.000687222,0.000687222
40,2758.18,1.24764,0.90514,1.27485,0.70201,0.82203,0.77468,0.49033,1.36313,0.80437,1.35954,0.000672675,0.000672675,0.000672675
